招商依山郡,龙岗区,3室2厅1厨1卫,中楼层 (共10层),91.09㎡,板塔结合,南,精装,一梯两户,2018-12-24,2007-05-18,满五年,460万元,龙岗中心城
显锐大厦,福田区,2室1厅1厨1卫,高楼层 (共19层),53.19㎡,板塔结合,东 东南,简装,两梯八户,2019-10-20,2009-11-10,满五年,350万元,皇岗
翠枫豪园,龙岗区,3室2厅1厨2卫,低楼层 (共18层),107.2㎡,板塔结合,南,精装,一梯三户,2019-08-12,2018-05-14,未满两年,439万元,布吉街
阳光带海滨城一期,南山区,4室1厅1厨2卫,低楼层 (共22层),145㎡,塔楼,南,精装,两梯四户,2019-11-25,2006-01-06,满五年,1780万元,科技园
桃源村一期,南山区,3室1厅1厨1卫,高楼层 (共7层),71.44㎡,塔楼,东北,简装,一梯四户,2019-12-04,2004-04-29,满五年,470万元,西丽
福永花苑,宝安区,2室1厅1厨1卫,中楼层 (共8层),59.09㎡,板楼,南,精装,一梯六户,2019-12-28,2015-11-27,满两年,285万元,福永
华丽园,罗湖区,3室2厅1厨1卫,中楼层 (共25层),100.07㎡,塔楼,东南,精装,两梯八户,2019-12-28,2017-04-28,满两年,720万元,翠竹
森雅谷润筑园,龙岗区,2室1厅1厨1卫,中楼层 (共20层),47.99㎡,板塔结合,西南,精装,三梯十八户,2019-12-28,2017-06-19,满两年,193万元,大运新城
绿景中城天邑花园,福田区,2室2厅1厨1卫,低楼层 (共32层),68.55㎡,板楼,南,精装,两梯六户,2018-03-01,2008-03-30,满五年,575万元,新洲
碧海红树园,福田区,3室2厅1厨2卫,高楼层 (共33层),122.32㎡,板塔结合,东南,简装,两梯四户,2019-11-25,2005-01-24,满五年,860万元,上下沙
御庭园,福田区,3室1厅1厨2卫,高楼层 (共18层),87.3㎡,板塔结合,北 东北,精装,两梯四户,2019-11-28,2012-08-14,满五年,600万元,皇岗
韵动家园,福田区,3室2厅1厨1卫,中楼层 (共29层),87.91㎡,塔楼,南,精装,两梯九户,2019-11-24,2016-01-06,满两年,600万元,新洲
万科第五园二期,龙岗区,3室2厅1厨1卫,中楼层 (共6层),96.45㎡,板塔结合,东,精装,一梯两户,2018-04-04,2005-11-01,满五年,460万元,坂田
海岸明珠园,南山区,2室2厅1厨1卫,中楼层 (共11层),75.32㎡,塔楼,西,精装,一梯四户,2019-11-28,2011-06-28,满五年,756万元,南山中心
金地龙城中央一期,龙岗区,3室2厅1厨2卫,高楼层 (共19层),89.89㎡,板塔结合,东南,精装,两梯六户,2019-11-28,2015-09-28,满两年,363万元,龙岗中心城
华润城润府二期,南山区,2室2厅1厨2卫,低楼层 (共36层),88.42㎡,塔楼,东南,精装,三梯五户,2019-10-12,2015-11-16,满两年,1500万元,科技园
广兴源圣拿威,宝安区,1室1厅1厨1卫,高楼层 (共31层),33.14㎡,板塔结合,西北,精装,四梯十户,2020-01-07,2018-06-27,未满两年,315万元,碧海
鹏兴花园五期,罗湖区,3室2厅1厨2卫,中楼层 (共11层),104.6㎡,塔楼,南,简装,一梯两户,2019-10-05,2008-09-24,满五年,580万元,莲塘
海虹苑,南山区,3室2厅1厨1卫,中楼层 (共7层),93.72㎡,板塔结合,南,简装,一梯两户,2019-09-27,2015-01-22,满两年,560万元,蛇口
俊峰丽舍,南山区,3室2厅1厨2卫,高楼层 (共18层),105.25㎡,板塔结合,东北,简装,两梯四户,2019-10-10,2004-12-21,满五年,770万元,西丽
,暂无数据,,,,,,,,,,,,暂无数据
万科公园里二期,龙岗区,3室2厅1厨1卫,高楼层 (共32层),78.46㎡,板塔结合,南 东南,精装,两梯六户,2019-12-16,2013-07-23,满五年,375万元,布吉南岭
绿景花园二期,福田区,3室2厅1厨2卫,高楼层 (共33层),115.42㎡,板塔结合,东南,精装,两梯五户,2019-10-08,2005-12-29,满五年,870万元,新洲
,暂无数据,,,,,,,,,,,,暂无数据
信义御城豪园,龙岗区,2室1厅1厨1卫,低楼层 (共32层),67.05㎡,板塔结合,东南,精装,两梯五户,2018-04-29,2016-03-26,满两年,305万元,横岗
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
东门168,罗湖区,1室1厅1厨1卫,低楼层 (共29层),39.26㎡,塔楼,南,精装,四梯二十九户,2018-07-28,2009-09-11,满五年,265万元,螺岭
都市花园,福田区,3室1厅1厨2卫,高楼层 (共35层),82.94㎡,板楼,南,精装,三梯八户,2019-09-26,2015-07-29,满两年,560万元,车公庙
友邻公寓,南山区,2室1厅1厨1卫,低楼层 (共30层),37.92㎡,塔楼,南,精装,三梯二十四户,2019-11-09,2009-12-30,满五年,430万元,南山中心
珑禧,龙岗区,4室2厅1厨2卫,低楼层 (共29层),137.49㎡,塔楼,南 北,精装,两梯三户,2018-07-14,2015-06-04,满两年,445万元,龙岗中心城
,暂无数据,,,,,,,,,,,,暂无数据
城龙花园,龙岗区,3室2厅1厨2卫,中楼层 (共8层),107.36㎡,板塔结合,南,简装,一梯两户,2019-11-30,2015-09-21,满两年,340万元,龙岗中心城
绿海湾花园,南山区,3室2厅1厨2卫,高楼层 (共30层),116.23㎡,板塔结合,南,精装,一梯四户,2018-07-07,2014-07-23,满五年,1600万元,深圳湾
保利上城,龙岗区,1室1厅1厨1卫,低楼层 (共32层),53.49㎡,板塔结合,东南,简装,六梯二十户,2017-05-31,2017-01-27,满两年,165万元,龙岗中心城
远洋新干线一期,龙岗区,3室2厅1厨2卫,中楼层 (共30层),87.19㎡,板塔结合,西北,毛坯,三梯六户,2018-05-08,2013-03-12,满五年,355万元,龙岗中心城
中海怡翠山庄三期,龙岗区,2室2厅1厨1卫,低楼层 (共6层),71.3㎡,板楼,东南,简装,一梯四户,2019-10-28,2018-08-17,未满两年,290万元,布吉水径
,暂无数据,,,,,,,,,,,,暂无数据
怀德公元,宝安区,3室2厅1厨2卫,中楼层 (共26层),87㎡,塔楼,东,精装,两梯十七户,2019-12-06,2015-11-23,满两年,500万元,福永
,暂无数据,,,,,,,,,,,,暂无数据
富康苑,龙岗区,3室2厅1厨1卫,高楼层 (共8层),89.18㎡,板塔结合,南,简装,一梯四户,2018-05-23,2016-02-23,满两年,255万元,龙岗中心城
,暂无数据,,,,,,,,,,,,暂无数据
熙璟城,龙岗区,3室1厅1厨1卫,低楼层 (共32层),85.15㎡,板塔结合,东南,精装,两梯五户,2019-11-27,2015-10-22,满两年,357万元,平湖
文汇学校教师家属楼,宝安区,3室2厅1厨1卫,高楼层 (共7层),78.37㎡,板塔结合,东南,简装,一梯两户,2018-06-10,1994-06-03,满五年,420万元,新安
鹏兴花园一期,罗湖区,2室1厅1厨1卫,中楼层 (共8层),79.76㎡,板楼,南 北,简装,一梯两户,2018-06-17,1998-03-13,满五年,420万元,莲塘
凯丽花园,南山区,2室1厅1厨1卫,低楼层 (共8层),52.74㎡,板楼,南,简装,两梯六户,2019-12-24,2017-11-13,满两年,535万元,科技园
新世界四季山水,福田区,4室2厅1厨2卫,中楼层 (共32层),149.42㎡,板塔结合,西北,精装,两梯五户,2018-04-20,2013-09-27,满五年,1250万元,梅林
,暂无数据,,,,,,,,,,,,暂无数据
丽晶国际,宝安区,5室2厅1厨2卫,高楼层 (共30层),164.01㎡,板塔结合,东南,精装,两梯五户,2018-07-08,2005-01-14,满五年,1320万元,宝安中心
旺业豪苑,罗湖区,4室1厅1厨2卫,高楼层 (共33层),141.96㎡,塔楼,东南,精装,三梯十四户,2018-09-19,2015-10-13,满两年,650万元,东门
悠山美地,龙华区,4室2厅1厨2卫,低楼层 (共32层),133㎡,塔楼,东南,简装,两梯六户,2018-06-04,2015-09-09,满两年,650万元,龙华中心
现代城梦想家园,南山区,1室1厅1厨1卫,中楼层 (共29层),41.52㎡,塔楼,北,简装,三梯九户,2018-08-10,2016-03-07,满两年,355万元,后海
鹏兴花园五期,罗湖区,3室2厅1厨1卫,中楼层 (共18层),80.37㎡,塔楼,南,精装,两梯四户,2018-07-14,2002-05-26,满五年,480万元,莲塘
昊海君悦,盐田区,1室1厅1厨1卫,中楼层 (共32层),36.79㎡,板塔结合,南 北,简装,五梯二十八户,2017-08-06,2015-06-14,满两年,129万元,沙头角
万科四季花城三期,龙岗区,3室2厅1厨2卫,高楼层 (共6层),106.66㎡,板楼,南,简装,一梯两户,2018-05-18,2009-02-13,满五年,480万元,坂田
东方时代广场,福田区,1室0厅1厨1卫,中楼层 (共29层),19.86㎡,板塔结合,南,简装,三梯十三户,2017-12-23,2004-12-16,满五年,200万元,华强北
诺德中央道,龙岗区,3室2厅1厨2卫,低楼层 (共33层),118.11㎡,板楼,南,精装,两梯五户,2019-06-06,2015-05-02,满两年,585万元,坂田
海关草埔生活区,罗湖区,3室2厅1厨1卫,高楼层 (共8层),94.9㎡,板塔结合,南 北,简装,一梯两户,2018-07-02,2009-03-26,满五年,398万元,布心
聚福花园,罗湖区,1室1厅1厨1卫,高楼层 (共17层),44.15㎡,板塔结合,南,简装,两梯六户,2018-12-18,2016-03-04,满两年,220万元,莲塘
中南明珠苑,龙岗区,2室2厅1厨1卫,低楼层 (共14层),75.8㎡,塔楼,东南,简装,一梯七户,2018-06-03,2014-12-10,满五年,300万元,布吉街
金地天悦湾,龙华区,5室2厅1厨4卫,低楼层 (共8层),232.74㎡,板塔结合,东南,其他,一梯两户,2020-01-07,2013-05-29,满五年,1300万元,观澜
登良花园,南山区,3室2厅1厨2卫,高楼层 (共8层),95.92㎡,板塔结合,东南,精装,一梯两户,2020-01-07,2015-12-05,满两年,720万元,南山中心
祥云天都世纪大厦,福田区,3室1厅1厨1卫,高楼层 (共32层),98.2㎡,板塔结合,东南,精装,三梯十六户,2019-11-13,2015-08-20,满两年,600万元,新洲
珑门二期,龙华区,3室2厅1厨1卫,低楼层 (共33层),76.62㎡,板塔结合,东南,其他,两梯六户,2020-01-08,2017-07-18,满两年,390万元,观澜
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
华丽东村,罗湖区,3室2厅1厨1卫,低楼层 (共7层),88.92㎡,板塔结合,南 北,精装,一梯两户,2018-07-12,2005-07-06,满五年,620万元,黄贝岭
承翰陶源,龙岗区,3室2厅1厨2卫,高楼层 (共33层),89.64㎡,板塔结合,南 北,精装,三梯五户,2018-06-25,2013-08-25,满五年,313万元,龙岗中心城
招东小区,南山区,3室1厅1厨2卫,高楼层 (共7层),110.77㎡,板塔结合,南,其他,一梯两户,2020-01-06,2006-06-26,满五年,820万元,蛇口
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
波托菲诺纯水岸九期,南山区,6室3厅2厨4卫,低楼层 (共27层),279.07㎡,板塔结合,南 北,其他,两梯两户,2019-12-28,2011-12-02,满五年,4498万元,华侨城
朝阳里,龙岗区,2室1厅1厨1卫,中楼层 (共9层),53.23㎡,板塔结合,北,精装,一梯四户,2018-07-16,2010-10-24,满五年,325万元,龙岗中心城
新浩城花园,福田区,4室1厅1厨3卫,低楼层 (共7层),233.63㎡,板塔结合,南,精装,一梯四户,2019-03-09,2016-09-14,满两年,1550万元,竹子林
京基御景东方,南山区,3室2厅1厨2卫,高楼层 (共33层),150.78㎡,塔楼,东北,精装,三梯四户,2018-11-16,2006-05-02,满五年,1600万元,红树湾
泰华大厦,宝安区,4室2厅1厨1卫,中楼层 (共26层),112.7㎡,板塔结合,西南,精装,四梯三户,2018-06-12,2009-08-05,满五年,433万元,新安
,暂无数据,,,,,,,,,,,,暂无数据
南海玫瑰花园一期,南山区,5室2厅2厨2卫,高楼层 (共11层),268㎡,板塔结合,南,精装,一梯两户,2020-01-03,2003-11-20,满五年,3200万元,蛇口
南海玫瑰花园一期,南山区,6室3厅1厨4卫,低楼层 (共11层),315.09㎡,板塔结合,南,其他,一梯两户,2020-01-02,2011-09-30,满五年,3680万元,蛇口
美加广场,南山区,4室2厅1厨3卫,高楼层 (共13层),245.48㎡,板塔结合,东南,简装,两梯四户,2018-08-25,2002-01-17,满五年,1780万元,华侨城
波托菲诺纯水岸十五期,南山区,4室3厅1厨6卫,低楼层 (共12层),368.68㎡,板塔结合,东南,毛坯,两梯两户,2017-05-19,2012-08-18,满五年,5800万元,华侨城
九州家园,龙岗区,4室2厅1厨2卫,低楼层 (共6层),132.09㎡,板楼,南,简装,一梯两户,2018-06-29,2018-01-16,未满两年,360万元,龙岗双龙
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
保利上城,龙岗区,1室0厅1厨1卫,低楼层 (共32层),35.83㎡,板塔结合,西北,精装,六梯二十户,2018-07-01,2017-06-05,满两年,137万元,龙岗中心城
华润城润府一期,南山区,4室2厅1厨3卫,中楼层 (共56层),205㎡,板楼,东 东北,毛坯,四梯三户,2018-12-27,2015-08-04,满两年,2100万元,科技园
美丽365花园,龙华区,3室2厅1厨2卫,中楼层 (共8层),99.92㎡,板楼,东南,简装,一梯两户,2018-04-19,2003-08-07,满五年,415万元,龙华中心
风临国际东座,龙岗区,1室0厅1厨1卫,低楼层 (共29层),47.62㎡,板楼,东南,简装,四梯十六户,2018-07-25,2016-09-22,满两年,160万元,龙岗中心城
万象天成,龙岗区,1室1厅0厨1卫,高楼层 (共21层),40.28㎡,塔楼,西南,简装,六梯二十三户,2018-07-22,2010-01-04,满五年,115万元,龙岗中心城
珠江旭景佳园,龙岗区,1室1厅1厨1卫,高楼层 (共18层),58.73㎡,塔楼,东南,简装,两梯六户,2018-07-11,2008-08-20,满五年,320万元,坂田
桃源居四区,宝安区,3室2厅1厨2卫,中楼层 (共6层),105.11㎡,板楼,东南,精装,一梯两户,2018-06-26,2013-03-06,满五年,540万元,桃源居
,暂无数据,,,,,,,,,,,,暂无数据
欧景城花园,龙岗区,4室2厅1厨2卫,高楼层 (共16层),180.8㎡,板塔结合,南 北,精装,两梯两户,2018-06-21,2009-05-25,满五年,610万元,龙岗中心城
KPR佳兆业广场,大鹏新区,1室0厅1厨1卫,低楼层 (共18层),44.74㎡,板楼,东南,简装,四梯二十五户,2018-06-15,2017-07-16,满两年,100万元,大鹏半岛
,暂无数据,,,,,,,,,,,,暂无数据
万象天成,龙岗区,1室0厅1厨1卫,中楼层 (共26层),42.63㎡,塔楼,西北,简装,四梯二十五户,2018-07-10,2009-09-08,满五年,145万元,龙岗中心城
缤纷时代家园,罗湖区,1室0厅1厨1卫,中楼层 (共32层),28.14㎡,板塔结合,西,简装,三梯十四户,2018-09-17,2016-06-28,满两年,220万元,螺岭
发展兴苑,福田区,5室2厅1厨3卫,中楼层 (共23层),281.87㎡,板塔结合,南,精装,两梯一户,2018-07-01,2018-06-12,未满两年,2200万元,福田中心
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
祥福雅居,罗湖区,1室0厅1厨1卫,高楼层 (共31层),31.15㎡,板塔结合,南,简装,四梯二十户,2018-07-21,2005-04-13,满五年,150万元,笋岗
博林天瑞,南山区,5室2厅1厨3卫,低楼层 (共46层),195.11㎡,板塔结合,南 北,其他,三梯三户,2020-01-05,2015-12-30,满两年,1650万元,大学城
佳宁娜广场,罗湖区,1室1厅1厨1卫,高楼层 (共31层),159.06㎡,板塔结合,东北,精装,三梯八户,2018-07-06,2007-12-19,满五年,730万元,春风路
THETOWN乐城,龙岗区,1室1厅1厨1卫,高楼层 (共33层),33.76㎡,板塔结合,西北,简装,四梯二十户,2018-07-11,2015-10-10,满两年,150万元,大运新城
中信红树湾北区,南山区,1室1厅1厨1卫,中楼层 (共28层),54.02㎡,塔楼,南,简装,四梯十六户,2019-02-28,2016-02-16,满两年,530万元,红树湾
,暂无数据,,,,,,,,,,,,暂无数据
紫荆花园,罗湖区,2室1厅1厨1卫,中楼层 (共7层),42.48㎡,板塔结合,南,精装,一梯四户,2018-06-11,2011-05-20,满五年,195万元,布心
佳兆业可园五期,龙岗区,6室1厅0厨2卫,低楼层 (共24层),142.38㎡,板楼,东北,简装,两梯五户,2019-12-12,2007-12-12,满五年,570万元,布吉关
锦城星苑,龙岗区,1室0厅1厨1卫,高楼层 (共6层),31.8㎡,板楼,南,简装,一梯四户,2018-06-13,2016-02-03,满两年,96万元,龙岗双龙
,暂无数据,,,,,,,,,,,,暂无数据
和顺苑,龙岗区,2室1厅1厨1卫,高楼层 (共6层),76.25㎡,板塔结合,南,简装,一梯三户,2019-11-20,2015-12-30,满两年,255万元,龙岗中心城
聚龙大厦,罗湖区,1室1厅1厨1卫,低楼层 (共32层),39.74㎡,板塔结合,东南,简装,三梯十二户,2018-05-29,2015-07-22,满两年,258万元,螺岭
世纪春城三期,龙华区,2室1厅1厨1卫,低楼层 (共16层),77.25㎡,板塔结合,东北,简装,两梯八户,2019-11-24,2016-01-25,满两年,406万元,民治
,暂无数据,,,,,,,,,,,,暂无数据
塘朗城广场东区,南山区,5室2厅1厨2卫,高楼层 (共32层),141.32㎡,板塔结合,南 北,毛坯,三梯四户,2018-06-26,2016-03-21,满两年,950万元,大学城
雅豪祥苑,龙岗区,3室1厅1厨2卫,中楼层 (共6层),96.84㎡,板楼,东南,精装,一梯两户,2019-12-03,2015-07-30,满两年,305万元,龙岗中心城
,暂无数据,,,,,,,,,,,,暂无数据
颐安都会中央二期,龙岗区,3室2厅1厨2卫,高楼层 (共31层),87.84㎡,塔楼,东南,精装,三梯六户,2018-04-11,2018-01-14,未满两年,490万元,大运新城
花园城三期,南山区,4室2厅1厨2卫,中楼层 (共9层),115㎡,板楼,东,精装,两梯两户,2017-08-20,2004-04-05,满五年,1380万元,蛇口
海境界家园一期,南山区,3室2厅1厨2卫,高楼层 (共32层),121㎡,塔楼,东,精装,两梯五户,2019-04-15,2014-08-06,满五年,1430万元,蛇口
承翰陶源,龙岗区,2室1厅1厨1卫,高楼层 (共33层),73.46㎡,板塔结合,南,简装,三梯五户,2019-08-08,2013-09-22,满五年,258万元,龙岗中心城
香山美墅三期,南山区,4室2厅1厨3卫,低楼层 (共49层),185.98㎡,板楼,南,毛坯,三梯三户,2018-05-08,2016-10-18,满两年,2200万元,华侨城
塘朗城广场东区,南山区,4室2厅1厨2卫,低楼层 (共32层),140.88㎡,板塔结合,北,毛坯,三梯四户,2017-08-18,2015-08-17,满两年,900万元,大学城
波托菲诺纯水岸十六期,南山区,3室1厅1厨4卫,低楼层 (共29层),178.1㎡,板塔结合,东南,毛坯,三梯四户,2017-10-11,2016-01-12,满两年,2300万元,华侨城
水木澜山居,福田区,3室2厅1厨2卫,高楼层 (共31层),128.5㎡,板塔结合,东南,精装,两梯四户,2019-11-03,2009-09-01,满五年,900万元,梅林
,暂无数据,,,,,,,,,,,,暂无数据
深华公寓,福田区,2室1厅1厨1卫,高楼层 (共7层),41.25㎡,板楼,南 北,简装,一梯三十一户,2019-11-06,2016-04-22,满两年,247.5万元,梅林
新洲花园,福田区,3室2厅1厨1卫,低楼层 (共8层),89.63㎡,板楼,南,精装,一梯两户,2019-04-17,2006-10-08,满五年,550万元,新洲
百仕达东郡,罗湖区,5室2厅1厨5卫,高楼层 (共32层),305.29㎡,板塔结合,东,简装,三梯五户,2017-08-05,2017-04-20,满两年,2380万元,百仕达
缤纷假日豪园,南山区,4室1厅1厨2卫,低楼层 (共19层),140.55㎡,板塔结合,东南,精装,两梯六户,2019-10-29,2015-09-21,满两年,1050万元,南山中心
,暂无数据,,,,,,,,,,,,暂无数据
合正荣悦,罗湖区,4室1厅1厨2卫,低楼层 (共32层),121.06㎡,板塔结合,南,精装,三梯六户,2019-10-27,2014-12-18,满五年,1220万元,黄贝岭
,暂无数据,,,,,,,,,,,,暂无数据
太古城南,南山区,3室1厅1厨1卫,低楼层 (共30层),78.77㎡,塔楼,西南,精装,两梯六户,2019-10-23,2013-09-13,满五年,1200万元,深圳湾
花样年花港家园,盐田区,2室1厅1厨1卫,中楼层 (共33层),42.74㎡,塔楼,东北,精装,两梯十四户,2019-10-25,2016-08-24,满两年,185万元,盐田港
,暂无数据,,,,,,,,,,,,暂无数据
卡罗社区,宝安区,2室1厅1厨1卫,中楼层 (共16层),68.56㎡,板塔结合,东北,精装,两梯八户,2019-10-19,2008-12-01,满五年,620万元,翻身
承翰陶源,龙岗区,4室1厅1厨3卫,低楼层 (共31层),187.88㎡,板塔结合,南,毛坯,两梯两户,2017-09-20,2015-06-04,满两年,650万元,龙岗中心城
,暂无数据,,,,,,,,,,,,暂无数据
合正中央原著,龙华区,3室2厅1厨2卫,中楼层 (共29层),127.95㎡,板塔结合,南 西南,精装,两梯三户,2019-09-20,2013-02-21,满五年,810万元,红山
风格名苑,罗湖区,2室1厅1厨1卫,高楼层 (共27层),64.51㎡,板塔结合,南 西,精装,四梯十六户,2019-10-13,2009-04-10,满五年,450万元,地王
金地龙城中央一期,龙岗区,1室1厅1厨1卫,低楼层 (共34层),42.78㎡,板塔结合,东南,精装,五梯二十四户,2019-10-15,2015-11-25,满两年,138万元,龙岗中心城
愉园新村,龙岗区,2室1厅1厨1卫,低楼层 (共7层),81.47㎡,板塔结合,南,精装,一梯两户,2019-10-19,2016-08-04,满两年,270万元,龙岗中心城
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
雅豪祥苑,龙岗区,3室2厅1厨2卫,高楼层 (共6层),118.19㎡,板楼,东南,简装,一梯两户,2019-09-21,2016-06-23,满两年,298万元,龙岗中心城
中航天逸,龙华区,3室1厅1厨2卫,低楼层 (共36层),113.42㎡,塔楼,南,精装,三梯六户,2019-09-01,2014-12-30,满五年,790万元,红山
和平广场,罗湖区,3室1厅1厨1卫,高楼层 (共34层),75.83㎡,板塔结合,东北,精装,三梯八户,2019-09-05,2014-08-22,满五年,410万元,地王
万科天誉,龙岗区,3室1厅1厨2卫,中楼层 (共32层),89㎡,板塔结合,东南,精装,两梯四户,2019-09-03,2014-06-19,满五年,465万元,龙岗中心城
金泰花园,宝安区,3室2厅1厨1卫,高楼层 (共8层),76㎡,板塔结合,东,简装,一梯四户,2019-07-20,2010-02-03,满五年,388万元,翻身
佳华名苑,宝安区,2室1厅1厨1卫,中楼层 (共18层),61.62㎡,板塔结合,东北,简装,两梯八户,2019-07-18,2013-02-01,满五年,550万元,宝安中心
,暂无数据,,,,,,,,,,,,暂无数据
桂芳园八期,龙岗区,2室1厅1厨1卫,高楼层 (共20层),74.04㎡,板塔结合,南,简装,两梯五户,2019-08-18,2014-02-27,满五年,360万元,布吉大芬
君悦龙庭,龙岗区,4室2厅1厨2卫,低楼层 (共28层),166.13㎡,板塔结合,南,毛坯,两梯两户,2017-06-29,2010-12-14,满五年,750万元,龙岗中心城
,暂无数据,,,,,,,,,,,,暂无数据
南方明珠花园B区,盐田区,3室1厅1厨2卫,高楼层 (共8层),92.77㎡,板塔结合,东南,简装,一梯两户,2019-08-07,2017-08-04,满两年,330万元,盐田港
雍景湾,南山区,3室2厅1厨1卫,高楼层 (共30层),85.43㎡,板塔结合,东 西,精装,三梯八户,2019-07-29,2013-12-27,满五年,1050万元,蛇口
,暂无数据,,,,,,,,,,,,暂无数据
日豪名园,罗湖区,2室1厅1厨1卫,中楼层 (共31层),69.66㎡,板塔结合,西,简装,四梯十四户,2019-06-30,2011-03-09,满五年,310万元,地王
,暂无数据,,,,,,,,,,,,暂无数据
倚山花园三期,盐田区,3室2厅1厨1卫,中楼层 (共43层),89.17㎡,板塔结合,西南,毛坯,三梯六户,2017-06-13,2016-04-10,满两年,480万元,沙头角
波托菲诺纯水岸一期,南山区,3室2厅1厨3卫,高楼层 (共9层),176.97㎡,板塔结合,东 北,精装,一梯三户,2017-04-08,2006-07-03,满五年,1780万元,华侨城
东都中央王座,龙岗区,4室2厅1厨2卫,低楼层 (共33层),122.28㎡,板塔结合,南 北,毛坯,两梯五户,2017-03-30,2015-11-03,满两年,490万元,龙岗中心城
半岛城邦花园一期,南山区,4室2厅1厨2卫,高楼层 (共25层),221.07㎡,板塔结合,南,毛坯,两梯四户,2017-02-21,2009-08-03,满五年,3300万元,蛇口
,暂无数据,,,,,,,,,,,,暂无数据
中海康城国际一期,龙岗区,5室2厅1厨3卫,低楼层 (共17层),213.08㎡,板楼,南 北,毛坯,两梯两户,2016-10-29,2012-10-31,满五年,859万元,大运新城
,暂无数据,,,,,,,,,,,,暂无数据
星河传奇·铂寓S,龙华区,1室1厅1厨1卫,低楼层 (共30层),50.37㎡,板塔结合,南,其他,四梯十六户,2020-01-07,2016-09-19,满两年,280万元,红山
,暂无数据,,,,,,,,,,,,暂无数据
阳光带海滨城二期,南山区,3室2厅1厨2卫,低楼层 (共29层),109.46㎡,塔楼,西南,其他,两梯四户,2020-01-10,2005-10-26,满五年,1650万元,科技园
合能城市阳光花园,龙华区,2室2厅1厨1卫,中楼层 (共22层),67.61㎡,板塔结合,南,简装,两梯七户,2018-08-08,2016-06-28,满两年,268万元,龙华中心
中海华庭,福田区,4室2厅1厨2卫,中楼层 (共11层),139.5㎡,板塔结合,东,精装,一梯四户,2018-12-04,2011-12-15,满五年,1400万元,福田中心
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
招商观园,龙华区,3室2厅1厨1卫,低楼层 (共3层),85.49㎡,板塔结合,南,其他,一梯一户,2020-01-09,2014-11-05,满五年,670万元,观澜
东门晒布路小区,罗湖区,4室2厅1厨1卫,中楼层 (共8层),92.53㎡,暂无数据,东南,其他,一梯四户,2020-01-10,2001-05-30,满五年,520万元,东门
桃源村二期,南山区,3室2厅1厨1卫,低楼层 (共20层),90.98㎡,塔楼,北,精装,两梯七户,2020-01-09,2015-06-15,满两年,600万元,西丽
金泽花园,龙华区,4室2厅1厨2卫,中楼层 (共7层),109.67㎡,塔楼,东南,其他,一梯两户,2020-01-07,2001-10-19,满五年,450万元,观澜
星河传奇,龙华区,5室2厅1厨2卫,高楼层 (共39层),150.16㎡,板塔结合,南 北,精装,两梯三户,2020-01-08,2015-01-15,满两年,1300万元,红山
桃源村二期,南山区,3室1厅1厨1卫,低楼层 (共19层),90.88㎡,塔楼,北 东北,其他,两梯八户,2020-01-08,2005-08-24,满五年,530万元,西丽
金晖大厦,南山区,3室1厅1厨1卫,高楼层 (共32层),88.87㎡,塔楼,北,其他,两梯二十一户,2020-01-08,2010-10-18,满五年,598万元,南山中心
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
中海丽苑,南山区,3室1厅1厨2卫,中楼层 (共19层),101.09㎡,塔楼,东南,其他,两梯六户,2020-01-07,2001-05-09,满五年,710万元,南山中心
新锦安雅园三期,宝安区,4室1厅1厨3卫,低楼层 (共31层),205.78㎡,板塔结合,东南,精装,三梯三户,2020-01-05,2008-06-23,满五年,1350万元,翻身
鑫竹苑,福田区,3室2厅1厨2卫,中楼层 (共28层),112.98㎡,板塔结合,南,精装,两梯六户,2020-01-07,2003-11-01,满五年,1230万元,竹子林
振业城,龙岗区,5室1厅1厨3卫,低楼层 (共11层),344.47㎡,板塔结合,南,精装,一梯一户,2020-01-05,2017-03-13,满两年,1500万元,横岗
景桦花园,福田区,5室2厅1厨2卫,低楼层 (共11层),161.13㎡,板塔结合,南,其他,两梯十户,2020-01-05,1999-02-03,满五年,1250万元,景田
万科云城,南山区,4室2厅1厨3卫,高楼层 (共44层),133.76㎡,塔楼,西北,其他,三梯四户,2020-01-05,2016-05-04,满两年,1050万元,西丽
桃源村二期,南山区,3室1厅1厨1卫,中楼层 (共8层),78㎡,板楼,南,其他,一梯两户,2020-01-05,2013-08-27,满五年,560万元,西丽
中粮澜山,宝安区,4室2厅1厨2卫,中楼层 (共8层),141㎡,板楼,南,精装,一梯两户,2020-01-05,2014-12-03,满五年,1000万元,西乡
,暂无数据,,,,,,,,,,,,暂无数据
